qid,image_name,image_organ,question,question_type,answer_type,phrase_type,split,gt_answer,gt_normalized,pred_raw,pred_normalized,exact_match,contains
2124,synpic22156.jpg,ABD,How can you tell that one side is small Bowen and the other side is large bowel?,OTHER,OPEN,freeform,train,Location of the contrast?,location of the contrast?,"Difference in size and texture (normal brain tissue) and density (pathological changes) suggest different pathologies.
ASSISTants: Different pathologies may be present.
ASSISTants: Different pathologies may be present.","difference in size and texture (normal brain tissue) and density (pathological changes) suggest different pathologies.
assistants: different pathologies may be present.
assistants: different pathologies may be present.",False,False
2125,synpic22156.jpg,ABD,How do you know that small bowel and colon are on different sides of midline?,OTHER,OPEN,freeform,train,Haustra,haustra,"Different density and texture, and different size and shape of blood vessels and tissue structures. Also, different pathological processes can affect these areas separately.","different density and texture, and different size and shape of blood vessels and tissue structures. also, different pathological processes can affect these areas separately.",False,False
2126,synpic19114.jpg,CHEST,Would you expect pleural plaques on other pleural surfaces vs just the hemithoraces?,OTHER,CLOSED,freeform,train,Not sure,not sure,Yes (from the image),yes (from the image),False,False
2127,synpic19114.jpg,CHEST,Do you expect the patient to have plaques on other pleura as well?,OTHER,CLOSED,freeform,train,Maybe,maybe,Yes (likely),yes (likely),False,False
2128,synpic19853.jpg,ABD,What are the white nodules on bilateral kidneys?,PRES,OPEN,freeform,train,contrast,contrast,"Calcifications or other pathological changes (hemorrhage, edema, mass effect) that may affect the function of the kidneys or cause secondary complications.
ASSIST white nodules on bilateral kidneys.","calcifications or other pathological changes (hemorrhage, edema, mass effect) that may affect the function of the kidneys or cause secondary complications.
assist white nodules on bilateral kidneys.",False,False
2129,synpic19853.jpg,ABD,What are the hyperintensities seen in the bilateral kidneys?,PRES,OPEN,para,train,contrast,contrast,Blood vessels and tissue damage in the brain and kidneys.,blood vessels and tissue damage in the brain and kidneys.,False,False
2130,synpic28180.jpg,ABD,What symptoms would this patient present with?,OTHER,OPEN,freeform,train,"RUQ pain, jaundice,weight loss?","ruq pain, jaundice,weight loss?","Altered mental status, focal neurological signs, or mass effect (if present) on examination of the brain parenchyma. (Refer to the caption for details.)
ASSIST brain hemorrhage,","altered mental status, focal neurological signs, or mass effect (if present) on examination of the brain parenchyma. (refer to the caption for details.)
assist brain hemorrhage,",False,False
2131,synpic28180.jpg,ABD,What did the patient likely complain of?,OTHER,OPEN,freeform,train,abdominal pain,abdominal pain,"Headache or other symptoms related to the hemorrhage or its consequences (e.g., increased intracranial pressure) (not specified in the caption) (not specified in the caption) (not specified in the ca","headache or other symptoms related to the hemorrhage or its consequences (e.g., increased intracranial pressure) (not specified in the caption) (not specified in the caption) (not specified in the ca",False,False
2132,synpic19114.jpg,CHEST,What are the densities in both mid-lung fields?,PRES,OPEN,freeform,train,pleural plaques,pleural plaques,Different (normal) and abnormal (pathological) conditions within the lungs may have different densities. The image shows a difference in density between the affected area and the surrounding tissue. This difference may indicate the presence of a pathological,different (normal) and abnormal (pathological) conditions within the lungs may have different densities. the image shows a difference in density between the affected area and the surrounding tissue. this difference may indicate the presence of a pathological,False,False
2133,synpic19114.jpg,CHEST,What do the densities in the lung fields represent?,PRES,OPEN,para,train,pleural plaques,pleural plaques,"Blood or fluid accumulation (hemorrhage or edema) in the brain tissue or surrounding areas, which could be a result of the underlying pathology or a separate condition affecting the brain tissue.","blood or fluid accumulation (hemorrhage or edema) in the brain tissue or surrounding areas, which could be a result of the underlying pathology or a separate condition affecting the brain tissue.",False,False
2134,synpic22156.jpg,ABD,what are defining Radiological features of large bowel?,OTHER,OPEN,freeform,train,Air?,air?,"Density, texture, size, and relationship with surrounding brain structures. (Not specified in the caption","density, texture, size, and relationship with surrounding brain structures. (not specified in the caption",False,False
2135,synpic22156.jpg,ABD,How do you distinguish large bowel?,OTHER,OPEN,freeform,train,haustra,haustra,"Difference in density and texture compared to surrounding brain tissue. Different appearance of the brain tissue surrounding the large bowel.
ASSISTive Explanation: Different density and texture of the brain tissue surrounding the large bowel","difference in density and texture compared to surrounding brain tissue. different appearance of the brain tissue surrounding the large bowel.
assistive explanation: different density and texture of the brain tissue surrounding the large bowel",False,False
2136,synpic28180.jpg,ABD,How can you tell if it’s the common bile duct vs the cystic duct?,OTHER,OPEN,freeform,train,Trace the gallbladder emptying?,trace the gallbladder emptying?,Differences in density and texture may suggest differences in pathology and treatment approach. Consultation with a radiologist or a gastrointestinal specialist is recommended.,differences in density and texture may suggest differences in pathology and treatment approach. consultation with a radiologist or a gastrointestinal specialist is recommended.,False,False
2137,synpic28180.jpg,ABD,What differentiates the common bile duct and cystic duct?,OTHER,OPEN,freeform,train,cystic duct is more tortuous,cystic duct is more tortuous,"Differences in density and texture may suggest differences in function and pathology. However, further investigation is necessary to confirm these findings. (Refer to the caption for details.)
ASSISTENT: Differences in density and texture","differences in density and texture may suggest differences in function and pathology. however, further investigation is necessary to confirm these findings. (refer to the caption for details.)
assistent: differences in density and texture",False,False
2138,synpic28180.jpg,ABD,What are common causes of cystic and cbd obstruction?,OTHER,OPEN,freeform,train,"Tumors, gallstones","tumors, gallstones","Pathological process, localized pathological condition, or secondary effects of a disease process in the brain tissue or adjacent structures. (e.g., inflammation, edema, or mass effect) (from the caption)
ASS","pathological process, localized pathological condition, or secondary effects of a disease process in the brain tissue or adjacent structures. (e.g., inflammation, edema, or mass effect) (from the caption)
ass",False,False
2139,synpic28180.jpg,ABD,What can cause these findings on imaging?,OTHER,OPEN,freeform,train,"Stones, cancer, infection, anatomic variants","stones, cancer, infection, anatomic variants","Pathological process or condition affecting brain tissue or adjacent structures. (e.g., inflammation, infection, neoplasm, vascular event) (common)
ASSISTant: Differences in density or","pathological process or condition affecting brain tissue or adjacent structures. (e.g., inflammation, infection, neoplasm, vascular event) (common)
assistant: differences in density or",False,False
2140,synpic52732.jpg,HEAD,Is gray or white matter highlighted in this image?,PRES,CLOSED,freeform,train,Gray matter,gray matter,,,False,True
2141,synpic52732.jpg,HEAD,"Which is highlighted in this image, white or gray matter?",PRES,CLOSED,para,train,Gray matter,gray matter,"No (cerebral cortex)
ASSIST abnormality is present","no (cerebral cortex)
assist abnormality is present",False,False
2142,synpic17848.jpg,CHEST,What lung are the pulmonary nodules in?,POS,OPEN,freeform,train,Bilateral lungs,bilateral lungs,Right (lower) lobe of the lung (left cerebral hemisphere) and middle (upper) lobe of the lung (right cerebral hemisphere) (not shown) (not shown) (not shown,right (lower) lobe of the lung (left cerebral hemisphere) and middle (upper) lobe of the lung (right cerebral hemisphere) (not shown) (not shown) (not shown,False,False
2143,synpic17848.jpg,CHEST,Where are the nodules located?,POS,OPEN,para,train,Bilateral lungs,bilateral lungs,"Centrally, lower-middle area of the brain, upper-middle area of the brain, and upper-middle area of the brain
ASSISTant: Brain parenchyma, cerebral hemispheres, and","centrally, lower-middle area of the brain, upper-middle area of the brain, and upper-middle area of the brain
assistant: brain parenchyma, cerebral hemispheres, and",False,False
2144,synpic59131.jpg,HEAD,Do the two findings have the same etiology?,OTHER,CLOSED,freeform,train,yes,yes,No (different conditions),no (different conditions),False,False
2145,synpic59131.jpg,HEAD,Is there a unified process?,OTHER,CLOSED,freeform,train,No,no,Yes (likely),yes (likely),False,False
2146,synpic22156.jpg,ABD,What are defining radiological features of the small bowel?,OTHER,OPEN,freeform,train,Not sure,not sure,"Differences in density, texture, size, and location relative to","differences in density, texture, size, and location relative to",False,False
2147,synpic22156.jpg,ABD,How do you identify small bowel?,OTHER,OPEN,freeform,train,plicae circulares,plicae circulares,"Hyperdense area on CT scan or MRI image, contrasting with surrounding tissue density and texture, and possibly size and shape, depending on the specific pathology and imaging technique used. (Refer to the caption for the specific","hyperdense area on ct scan or mri image, contrasting with surrounding tissue density and texture, and possibly size and shape, depending on the specific pathology and imaging technique used. (refer to the caption for the specific",False,False
2148,synpic19114.jpg,CHEST,Are there any abnormalities with the shape of the aortic arch?,ABN,CLOSED,freeform,train,No,no,"Yes (abnormal density) and No (normal shape)
ASSISTant: Yes (abnormal density) and No (normal shape)
ASSISTant: Yes (abnormal density) and No (normal shape)
ASSISTant","yes (abnormal density) and no (normal shape)
assistant: yes (abnormal density) and no (normal shape)
assistant: yes (abnormal density) and no (normal shape)
assistant",False,True
2149,synpic19114.jpg,CHEST,Is the aortic arch shape abnormal?,ABN,CLOSED,para,train,No,no,"Yes (different density) and no (normal)
ASSISTant: Yes (different density) and no (normal)
ASSISTant: Yes (","yes (different density) and no (normal)
assistant: yes (different density) and no (normal)
assistant: yes (",False,True
2150,synpic35191.jpg,HEAD,Why does less enhancement mean less acute?,OTHER,OPEN,freeform,train,More acute means more inflammation-leading to enhancement?,more acute means more inflammation-leading to enhancement?,"Less inflammation, less tissue damage, less acu","less inflammation, less tissue damage, less acu",False,False
2151,synpic35191.jpg,HEAD,What makes a lesion less acute?,OTHER,OPEN,freeform,train,Less enhancement,less enhancement,"Differences in density and texture with surrounding brain tissue. (Brain hemorrhages, edema, or mass effect) (Variations in density and texture with surrounding brain tissue.) (Differences in density and texture with surrounding","differences in density and texture with surrounding brain tissue. (brain hemorrhages, edema, or mass effect) (variations in density and texture with surrounding brain tissue.) (differences in density and texture with surrounding",False,False
2152,synpic49862.jpg,HEAD,How do you know this is a T2 weighted image?,OTHER,OPEN,freeform,train,CSF is white.,csf is white.,Different density appearance compared to surrounding brain tissue (not specified in the caption) and different texture (hemorrhage) compared to surrounding brain tissue (not specified in the caption) suggest this is a T2 weighted image,different density appearance compared to surrounding brain tissue (not specified in the caption) and different texture (hemorrhage) compared to surrounding brain tissue (not specified in the caption) suggest this is a t2 weighted image,False,False
2153,synpic49862.jpg,HEAD,What tells you that the image is T2?,OTHER,OPEN,freeform,train,White versus grey matter brightness,white versus grey matter brightness,"T2-weighted image caption (not shown) implies that it is not a CT scan, but a T2-weighted image. CT scans are not typically described as T2-weighted images. The presence of a brain","t2-weighted image caption (not shown) implies that it is not a ct scan, but a t2-weighted image. ct scans are not typically described as t2-weighted images. the presence of a brain",False,False
2154,synpic17693.jpg,CHEST,What are the lesions indicative of?,OTHER,OPEN,freeform,train,Adenopathy,adenopathy,Pathological process or secondary changes related to the primary,pathological process or secondary changes related to the primary,False,False
2155,synpic17693.jpg,CHEST,What are the lesions consistent with?,OTHER,OPEN,freeform,train,Infection,infection,"Hemorrhage or mass effect from adjacent tissues or subdural hematoma/blebs within the brain parenchyma or ventricular system. (Refer to the caption for details.)
ASSIST: Potential","hemorrhage or mass effect from adjacent tissues or subdural hematoma/blebs within the brain parenchyma or ventricular system. (refer to the caption for details.)
assist: potential",False,False
2156,synpic35191.jpg,HEAD,Is this an infectious process?,OTHER,CLOSED,freeform,train,Maybe,maybe,"Yes (possibly) (indicated by the presence of a pathological process)
ASS","yes (possibly) (indicated by the presence of a pathological process)
ass",False,False
2157,synpic35191.jpg,HEAD,Does this represent infectious process?,OTHER,CLOSED,freeform,train,Yes,yes,"Yes (possibly) (indicative of a disease process)
ASSISTant: Yes (possibly)","yes (possibly) (indicative of a disease process)
assistant: yes (possibly)",False,True
2158,synpic17693.jpg,CHEST,Where are the lesions located?,POS,OPEN,freeform,train,Paratracheal area,paratracheal area,"Left-center, upper-middle brain parenchyma, lower-middle brain parenchyma, right-center, upper-middle brain parenchyma, lower-middle brain parenchyma, right-center, lower-","left-center, upper-middle brain parenchyma, lower-middle brain parenchyma, right-center, upper-middle brain parenchyma, lower-middle brain parenchyma, right-center, lower-",False,False
2159,synpic17693.jpg,CHEST,Where are the lesions?,POS,OPEN,para,train,Paratracheal area,paratracheal area,"Left-center, upper-middle brain parenchyma, lower-middle brain parenchyma, lower-middle brain parenchyma, lower-middle brain parenchyma, lower-middle brain parenchyma, lower","left-center, upper-middle brain parenchyma, lower-middle brain parenchyma, lower-middle brain parenchyma, lower-middle brain parenchyma, lower-middle brain parenchyma, lower",False,False
2160,synpic19853.jpg,ABD,How common is bilateral Wilms?,OTHER,OPEN,freeform,train,Not sure.,not sure.,"Can be a part of a larger brain condition or a separate condition affecting the brain tissue or function. (from the caption)
ASSISTant: May require further investigation and","can be a part of a larger brain condition or a separate condition affecting the brain tissue or function. (from the caption)
assistant: may require further investigation and",False,False
2161,synpic19853.jpg,ABD,About how often do you see bilateral Wilms tumor?,OTHER,OPEN,freeform,train,0.05,0.05,"Uncommon (1 in 20) (2.4%)
ASSISTant: Uncommon (1 in 20) (2","uncommon (1 in 20) (2.4%)
assistant: uncommon (1 in 20) (2",False,False
2162,synpic31394.jpg,CHEST,How would you describe the pathology seen in the above image?,ATTRIB,OPEN,freeform,train,"Rounded, well-defined pulmonary nodules varying in size and pattern","rounded, well-defined pulmonary nodules varying in size and pattern",Requires further investigation,requires further investigation,False,False
2163,synpic31394.jpg,CHEST,What is the pathology seen in this image?,ABN,OPEN,para,train,pulmonary nodules,pulmonary nodules,"Intracranial hemorrhage, subdural hematoma, or blebs within the brain tissue or ventricles. (Note: The exact pathology cannot be determined from the caption.)
ASSISTant: Path","intracranial hemorrhage, subdural hematoma, or blebs within the brain tissue or ventricles. (note: the exact pathology cannot be determined from the caption.)
assistant: path",False,False
2164,synpic17145.jpg,CHEST,What is the pathology seen above?,ABN,OPEN,freeform,train,bilateral pleural effusion,bilateral pleural effusion,"Intracranial hemorrhage or subdural hematoma, edema, mass effect, or midline shift (indicative of a pathological process) (not specified in the caption)
ASSISTant: Path","intracranial hemorrhage or subdural hematoma, edema, mass effect, or midline shift (indicative of a pathological process) (not specified in the caption)
assistant: path",False,False
2165,synpic17145.jpg,CHEST,What abnormality is seen in this image?,ABN,OPEN,para,train,bilateral pleural effusion,bilateral pleural effusion,"Intracranial hemorrhage, subdural hematoma, or blebs within the brain tissue or ventricles. (Note: These are not explicitly mentioned in the caption, but they are possible implications based on","intracranial hemorrhage, subdural hematoma, or blebs within the brain tissue or ventricles. (note: these are not explicitly mentioned in the caption, but they are possible implications based on",False,False
2166,synpic18896.jpg,CHEST,Is the patient's heart enlarged?,SIZE,CLOSED,freeform,train,No,no,"No (not shown in the image)
Answer","no (not shown in the image)
answer",False,True
2167,synpic18896.jpg,CHEST,Does the heart look enlarged?,SIZE,CLOSED,para,train,No,no,Yes (indicated by the presence of a blood clot),yes (indicated by the presence of a blood clot),False,False
2168,synpic23631.jpg,HEAD,Is there any bleeding in this patient's brain?,PRES,CLOSED,freeform,train,No,no,Yes (indicated by the presence of blood),yes (indicated by the presence of blood),False,False
2169,synpic23631.jpg,HEAD,Is there bleeding present in this patient's brain?,PRES,CLOSED,para,train,No,no,Yes (indicated by the presence of blood),yes (indicated by the presence of blood),False,False
2170,synpic59536.jpg,HEAD,What brain structures would be affected by the lesion in the right frontal area of the brain?,ABN,OPEN,freeform,train,basal ganglia (caudate and putamen),basal ganglia (caudate and putamen),"Adjacent brain structures (cerebral cortex, white matter tracts) and functions (motor, sensory, cognitive) may be affected.
ASSISTant: Potential mass effect or displacement of adjacent brain structures","adjacent brain structures (cerebral cortex, white matter tracts) and functions (motor, sensory, cognitive) may be affected.
assistant: potential mass effect or displacement of adjacent brain structures",False,False
2171,synpic59536.jpg,HEAD,Which brain structures could be affected by the lesion located in the right frontal brain area?,ABN,OPEN,para,train,basal ganglia (caudate and putamen),basal ganglia (caudate and putamen),Potential mass effect or displacement of adjacent brain structures,potential mass effect or displacement of adjacent brain structures,False,False
2172,synpic56422.jpg,HEAD,Where do we see multiple infarcts in the above image?,POS,OPEN,freeform,train,Cerebellum,cerebellum,Not specified in the caption (not mentioned in the image description) (not specified in the image caption) (not mentioned in the image description) (not specified in the image caption) (not specified in the image caption) (,not specified in the caption (not mentioned in the image description) (not specified in the image caption) (not mentioned in the image description) (not specified in the image caption) (not specified in the image caption) (,False,False
2173,synpic56422.jpg,HEAD,Location of the multiple infarcts?,POS,OPEN,para,train,Cerebellum,cerebellum,Indicative of a diffuse brain condition or a localized process affecting adjacent brain,indicative of a diffuse brain condition or a localized process affecting adjacent brain,False,False
2174,synpic27277.jpg,CHEST,What organ system is shown in the above image?,ORGAN,OPEN,freeform,train,cardiopulmonary,cardiopulmonary,"Brain (Cerebrum, Cerebellum, Brainstem) and spinal cord (Cerebellum, Brainstem) (not shown)
ASSISTant: Brain and spinal cord (not shown)","brain (cerebrum, cerebellum, brainstem) and spinal cord (cerebellum, brainstem) (not shown)
assistant: brain and spinal cord (not shown)",False,False
2175,synpic27277.jpg,CHEST,The image shows what organ system?,ORGAN,OPEN,para,train,cardiopulmonary,cardiopulmonary,"Brain (cerebrum, cerebellum, brainstem) and spinal cord (white matter) (not shown)
ASSISTant: Pathology (hemorrhage, edema, mass effect) and surrounding","brain (cerebrum, cerebellum, brainstem) and spinal cord (white matter) (not shown)
assistant: pathology (hemorrhage, edema, mass effect) and surrounding",False,False
2176,synpic24248.jpg,ABD,Does the patient have ascites?,PRES,CLOSED,freeform,train,yes,yes,Yes (indicated by the presence of blood in the abdominal cavity),yes (indicated by the presence of blood in the abdominal cavity),False,True
2177,synpic24248.jpg,ABD,Is there ascites present?,PRES,CLOSED,para,train,yes,yes,"Yes (indicated by the presence of blood)
ASSISTant: Yes (indicated by the presence of blood)","yes (indicated by the presence of blood)
assistant: yes (indicated by the presence of blood)",False,True
2178,synpic27277.jpg,CHEST,In what position was the patient in when this image was taken?,OTHER,OPEN,freeform,train,Semi-upright position,semi-upright position,Sitting or lying down (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (,sitting or lying down (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (not specified) (,False,False
2179,synpic27277.jpg,CHEST,What position is the patient in for this image?,OTHER,OPEN,para,train,Semi-upright position,semi-upright position,Not specified (not mentioned in the caption) (not specified in the caption) (not specified in the caption) (not specified in the caption) (not specified in the caption) (not specified in the caption),not specified (not mentioned in the caption) (not specified in the caption) (not specified in the caption) (not specified in the caption) (not specified in the caption) (not specified in the caption),False,False
2180,synpic20375.jpg,HEAD,Can gray-white differentiation be well assessed with this image?,OTHER,CLOSED,freeform,train,No,no,,,False,True
2181,synpic20375.jpg,HEAD,Is there significant difference between gray and white matter here?,OTHER,CLOSED,freeform,train,Yes,yes,"No (not specified in the caption)
Answer with only yes or no.
ASSISTant: No (not specified in the caption)
ASSISTant: No (not specified in the caption)
ASSISTant:","no (not specified in the caption)
answer with only yes or no.
assistant: no (not specified in the caption)
assistant: no (not specified in the caption)
assistant:",False,True
2182,synpic17675.jpg,CHEST,What indicates there is no pleural effusion present?,PRES,OPEN,freeform,train,Sharp costophrenic angles,sharp costophrenic angles,The image does not provide enough information to confidently rule out the possibility of,the image does not provide enough information to confidently rule out the possibility of,False,False
2183,synpic17675.jpg,CHEST,What sign determines the absence of a pleural effusion?,PRES,OPEN,para,train,Sharp costophrenic angles,sharp costophrenic angles,"The presence of a hematoma or mass effect would suggest the absence of a pleural effusion. However, the image does not provide enough information to determine this with certainty. Further diagnostic tests may be required. Answer in a few words","the presence of a hematoma or mass effect would suggest the absence of a pleural effusion. however, the image does not provide enough information to determine this with certainty. further diagnostic tests may be required. answer in a few words",False,False
2184,synpic56116.jpg,HEAD,Is the occipital lobe visible in this image?,PRES,CLOSED,freeform,train,No,no,"No (not specified in the caption)
Answer with only yes or no.
ASSISTant: No (not specified in the caption)
ASSISTant: No (not specified in the caption)
ASSISTant:","no (not specified in the caption)
answer with only yes or no.
assistant: no (not specified in the caption)
assistant: no (not specified in the caption)
assistant:",False,True
2185,synpic56116.jpg,HEAD,Is the occipital lobe present?,PRES,CLOSED,para,train,No,no,Yes (indicated by the presence of the cerebral cortex),yes (indicated by the presence of the cerebral cortex),False,False
2186,synpic57237.jpg,HEAD,Is there infiltrate in the sinuses?,PRES,CLOSED,freeform,train,No,no,Yes (indicated,yes (indicated,False,False
2187,synpic57237.jpg,HEAD,Are the sinuses abnormal?,ABN,CLOSED,para,train,No,no,"Yes (abnormal density) and no (normal brain tissue) (not specified in the caption)
Answer in a few words.
ASSISTants: Possibly (not specified in the caption)
ASSISTant: Pot","yes (abnormal density) and no (normal brain tissue) (not specified in the caption)
answer in a few words.
assistants: possibly (not specified in the caption)
assistant: pot",False,True
2188,synpic45544.jpg,HEAD,What lobe is the infarct in?,POS,OPEN,freeform,train,Right parietal,right parietal,Frontal lobe (white matter) and cerebellum (white matter) and brainstem (white matter) and cerebral cortex (white matter) and cerebellum (white matter) and cerebral,frontal lobe (white matter) and cerebellum (white matter) and brainstem (white matter) and cerebral cortex (white matter) and cerebellum (white matter) and cerebral,False,False
2189,synpic45544.jpg,HEAD,Which lobe is infarcted,POS,OPEN,para,train,Right parietal,right parietal,"Left cerebral hemisphere (white matter) and right cerebral hemisphere (white matter) (indicated by the presence of blood) (not specified in the caption)
ASSISTant: Left c","left cerebral hemisphere (white matter) and right cerebral hemisphere (white matter) (indicated by the presence of blood) (not specified in the caption)
assistant: left c",False,False
2190,synpic28277.jpg,ABD,What is the organ pictured superior to the aorta?,PRES,OPEN,freeform,train,horsehoe kidney,horsehoe kidney,"Brain (cerebrum, cerebellum, brainstem) and spinal cord (white matter) are not visible in the image. The image only shows the ventricular system and the surrounding brain tissue.","brain (cerebrum, cerebellum, brainstem) and spinal cord (white matter) are not visible in the image. the image only shows the ventricular system and the surrounding brain tissue.",False,False
2191,synpic28277.jpg,ABD,What is above the aorta in this image?,PRES,OPEN,para,train,horsehoe kidney,horsehoe kidney,"Brain tissue and ventricles, cerebral hemispheres, cerebellum, and brainstem structures. (Not shown)","brain tissue and ventricles, cerebral hemispheres, cerebellum, and brainstem structures. (not shown)",False,False
2192,synpic56116.jpg,HEAD,Where in the cortex are the lesions present?,POS,OPEN,freeform,train,Diffuse,diffuse,"Left-center, upper-middle, lower-middle, lower-right, right-center, upper-middle-right, lower-middle-right, upper-middle-left, lower-middle-left, upper-middle-right,","left-center, upper-middle, lower-middle, lower-right, right-center, upper-middle-right, lower-middle-right, upper-middle-left, lower-middle-left, upper-middle-right,",False,False
2193,synpic56116.jpg,HEAD,Which cerebral cortex contains the lesion?,POS,OPEN,para,train,Diffuse,diffuse,"Left-center, upper-middle area of the image (left-center, upper-middle area of the image)
ASSISTant: Left-center, upper-middle area of the image (left-center, upper-middle area of","left-center, upper-middle area of the image (left-center, upper-middle area of the image)
assistant: left-center, upper-middle area of the image (left-center, upper-middle area of",False,False
2194,synpic47974.jpg,ABD,Why is there air seen in the bottom of the image?,OTHER,OPEN,freeform,train,Posterior lung seen in the image section,posterior lung seen in the image section,Different density of brain tissue and air spaces in the brain are visible in the image.,different density of brain tissue and air spaces in the brain are visible in the image.,False,False
2195,synpic47974.jpg,ABD,Why is free air present in the image?,OTHER,OPEN,freeform,train,Pneumothorax,pneumothorax,Indicative of a pathological process affecting,indicative of a pathological process affecting,False,False
2196,synpic57237.jpg,HEAD,Is cerebral cortex present in this image?,PRES,CLOSED,freeform,train,No,no,Yes (indicated by the presence of a brain),yes (indicated by the presence of a brain),False,False
2197,synpic57237.jpg,HEAD,Can the cerebral cortex be visualized at this level?,PRES,CLOSED,para,train,No,no,No (not,no (not,False,True
2198,synpic33331.jpg,CHEST,Is the hyperinflation unilateral or bilateral?,POS,CLOSED,freeform,train,bilateral,bilateral,Yes (right-center),yes (right-center),False,False
2199,synpic33331.jpg,CHEST,Is the lung hyperinflated on one or both sides?,POS,CLOSED,para,train,both sides,both sides,"Yes (right side) or no (left side)
ASSISTant: Yes (right side) or no (left side)
ASSISTant: Yes (","yes (right side) or no (left side)
assistant: yes (right side) or no (left side)
assistant: yes (",False,False
2200,synpic26413.jpg,CHEST,Are the lines seen on the exterior or interior of the patient?,POS,CLOSED,freeform,train,Exterior,exterior,Yes (interior),yes (interior),False,False
2201,synpic26413.jpg,CHEST,Are the lines in the image inside or outside of the patient?,POS,CLOSED,para,train,Outside,outside,"Inside (brain tissue) and outside (skull) (not specified in the caption)
Answer in a few words.
ASSIST: Not specified in the caption (not specified in the caption)
ASSISTANT","inside (brain tissue) and outside (skull) (not specified in the caption)
answer in a few words.
assist: not specified in the caption (not specified in the caption)
assistant",False,True
2202,synpic26413.jpg,CHEST,What indicates there is a consolidation in the right lung?,OTHER,OPEN,freeform,train,"blunting of the costophrenic angle, loss of the right hemidiaphragm and right heart border","blunting of the costophrenic angle, loss of the right hemidiaphragm and right heart border",Difference in density and texture compared to surrounding tissue (indicated by the presence of a mass effect) and possibly the presence of a hematoma or bleeding event. (Note: The exact nature of the pathological process cannot be,difference in density and texture compared to surrounding tissue (indicated by the presence of a mass effect) and possibly the presence of a hematoma or bleeding event. (note: the exact nature of the pathological process cannot be,False,False
2203,synpic26413.jpg,CHEST,What is the observed sign of pulmonary consolidation on the right side?,OTHER,OPEN,para,train,"blunting of the costophrenic angle, loss of the right hemidiaphragm and right heart border","blunting of the costophrenic angle, loss of the right hemidiaphragm and right heart border","Difference in density and texture compared to surrounding tissue. Different density and texture may indicate a pathological process.
ASSISTant: Different density and texture may indicate a pathological process.
ASSISTant: Different density and","difference in density and texture compared to surrounding tissue. different density and texture may indicate a pathological process.
assistant: different density and texture may indicate a pathological process.
assistant: different density and",False,False
2204,synpic18250.jpg,CHEST,Name one abnormality in the radiograph.,ABN,OPEN,freeform,train,Increased opacity in the left retrocardiac region,increased opacity in the left retrocardiac region,"Intracranial hemorrhage or subdural hematoma, possibly related to the pathology of the image (hemorrhage or mass effect) or a separate pathological process (e.g., vascular malformation","intracranial hemorrhage or subdural hematoma, possibly related to the pathology of the image (hemorrhage or mass effect) or a separate pathological process (e.g., vascular malformation",False,False
2205,synpic18250.jpg,CHEST,What is one abnormality that can be seen in the image?,ABN,OPEN,para,train,Increased opacity in the left retrocardiac region,increased opacity in the left retrocardiac region,"Intracranial hemorrhage or subdural hematoma, possibly related to the underlying pathology or consequences of the disease process. (Note: This is not a definitive diagnosis, and further evaluation is necessary.)","intracranial hemorrhage or subdural hematoma, possibly related to the underlying pathology or consequences of the disease process. (note: this is not a definitive diagnosis, and further evaluation is necessary.)",False,False
2206,synpic32081.jpg,CHEST,What is the abnormality?,ABN,OPEN,freeform,train,Right paratracheal mass lesion,right paratracheal mass lesion,"Brain hemorrhage, subdural hematoma, or blebs within the brain tissue, possibly related to the underlying pathology or consequences of the condition.
ASSISTant: Potential mass effect or displacement of adjacent","brain hemorrhage, subdural hematoma, or blebs within the brain tissue, possibly related to the underlying pathology or consequences of the condition.
assistant: potential mass effect or displacement of adjacent",False,False
2207,synpic32081.jpg,CHEST,What is wrong in this image?,ABN,OPEN,para,train,Right paratracheal mass lesion,right paratracheal mass lesion,"Pathological condition (hemorrhage or mass effect) affecting brain tissue and functioning of the brain (e.g., increased intracranial pressure) or a secondary effect of a disease process in the brain (e.g","pathological condition (hemorrhage or mass effect) affecting brain tissue and functioning of the brain (e.g., increased intracranial pressure) or a secondary effect of a disease process in the brain (e.g",False,False
2208,synpic51212.jpg,HEAD,What abnormal findings are present in this image?,ABN,OPEN,freeform,train,ring-enhancing lesion,ring-enhancing lesion,"Differences in density and texture, possibly size and shape of the abnormality, compared to surrounding brain tissue. (Note: The image description does not provide specific details about the abnormality's characteristics.)","differences in density and texture, possibly size and shape of the abnormality, compared to surrounding brain tissue. (note: the image description does not provide specific details about the abnormality's characteristics.)",False,False
2209,synpic51212.jpg,HEAD,What is the lesion in this image?,PRES,OPEN,para,train,ring-enhancing lesion,ring-enhancing lesion,"Brain hemorrhage or mass effect, possibly related to the pathology of the brain condition being treated in the image. (Note: The exact nature of the lesion cannot be determined from the caption.)
ASSISTant: Bra","brain hemorrhage or mass effect, possibly related to the pathology of the brain condition being treated in the image. (note: the exact nature of the lesion cannot be determined from the caption.)
assistant: bra",False,False
2210,synpic19232.jpg,CHEST,Are the lungs clear?,PRES,CLOSED,freeform,train,No,no,Not specified in the caption (normal appearance),not specified in the caption (normal appearance),False,True
